id,hops,path_bns,path_display,bottleneck_amt,total_flow,min_year,max_year,loop_id,participant_count,loop_max_govt_share_pct,loop_max_strict_overhead_pct,review_score,review_label,why_flagged
4742,6,"shape: (6,)
Series: '' [str]
[
	""119240091RR0001""
	""857688428RR0001""
	""881979124RR0001""
	""119286748RR0001""
	""137156360RR0001""
	""803355692RR0001""
]",119240091RR0001→857688428RR0001→881979124RR0001→119286748RR0001→137156360RR0001→803355692RR0001→119240091RR0001,5000.00,390000.00,2023,2024,4742,6,26.66,184.95,30.2,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
4946,6,"shape: (6,)
Series: '' [str]
[
	""119278323RR0001""
	""896568417RR0001""
	""887483741RR0001""
	""866073133RR0001""
	""827378977RR0001""
	""130229750RR0001""
]",119278323RR0001→896568417RR0001→887483741RR0001→866073133RR0001→827378977RR0001→130229750RR0001→119278323RR0001,6015.00,372643.00,2020,2021,4946,6,67.96,48.03,30.2,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
4947,6,"shape: (6,)
Series: '' [str]
[
	""119278323RR0001""
	""896568417RR0001""
	""890982051RR0001""
	""866073133RR0001""
	""827378977RR0001""
	""130229750RR0001""
]",119278323RR0001→896568417RR0001→890982051RR0001→866073133RR0001→827378977RR0001→130229750RR0001→119278323RR0001,5136.00,371764.00,2020,2021,4947,6,67.96,48.03,30.2,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5065,6,"shape: (6,)
Series: '' [str]
[
	""129716866RR0001""
	""129855607RR0001""
	""896568417RR0001""
	""887483741RR0001""
	""866073133RR0001""
	""821896875RR0001""
]",129716866RR0001→129855607RR0001→896568417RR0001→887483741RR0001→866073133RR0001→821896875RR0001→129716866RR0001,5000.00,313433.00,2020,2021,5065,6,93.46,23.81,30.2,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5066,6,"shape: (6,)
Series: '' [str]
[
	""129716866RR0001""
	""129855607RR0001""
	""896568417RR0001""
	""890982051RR0001""
	""866073133RR0001""
	""821896875RR0001""
]",129716866RR0001→129855607RR0001→896568417RR0001→890982051RR0001→866073133RR0001→821896875RR0001→129716866RR0001,5000.00,312554.00,2020,2021,5066,6,93.46,23.81,30.2,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5523,6,"shape: (6,)
Series: '' [str]
[
	""714945482RR0001""
	""823164751RR0001""
	""724266317RR0001""
	""890299571RR0001""
	""821625563RR0001""
	""893401364RR0001""
]",714945482RR0001→823164751RR0001→724266317RR0001→890299571RR0001→821625563RR0001→893401364RR0001→714945482RR0001,9132.00,122139.00,2023,2024,5523,6,59.66,104.39,30.2,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5728,6,"shape: (6,)
Series: '' [str]
[
	""757680673RR0001""
	""866087034RR0001""
	""889667044RR0001""
	""896568417RR0001""
	""832173900RR0001""
	""833062144RR0001""
]",757680673RR0001→866087034RR0001→889667044RR0001→896568417RR0001→832173900RR0001→833062144RR0001→757680673RR0001,5000.00,2133911.00,2023,2024,5728,6,8.05,23.52,30.2,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
337,2,"shape: (2,)
Series: '' [str]
[
	""130918022RR0001""
	""872089305RR0001""
]",130918022RR0001→872089305RR0001→130918022RR0001,206950.00,416950.00,2024,2024,337,2,73.8,5.12,30.1,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
744,3,"shape: (3,)
Series: '' [str]
[
	""119094597RR0001""
	""898992151RR0001""
	""119273472RR0001""
]",119094597RR0001→898992151RR0001→119273472RR0001→119094597RR0001,10000.00,424142.00,2022,2023,744,3,27.18,92.34,30.1,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
845,4,"shape: (4,)
Series: '' [str]
[
	""118974278RR0001""
	""119246544RR0001""
	""796969301RR0001""
	""892028242RR0001""
]",118974278RR0001→119246544RR0001→796969301RR0001→892028242RR0001→118974278RR0001,5000.00,238385.00,2023,2024,845,4,46.37,98.38,30.1,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
1385,5,"shape: (5,)
Series: '' [str]
[
	""107534976RR0001""
	""821625563RR0001""
	""893401364RR0001""
	""118974294RR0001""
	""741413892RR0001""
]",107534976RR0001→821625563RR0001→893401364RR0001→118974294RR0001→741413892RR0001→107534976RR0001,9132.00,119465.00,2023,2024,1385,5,59.66,104.39,30.1,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
1594,5,"shape: (5,)
Series: '' [str]
[
	""108160185RR0001""
	""896568417RR0001""
	""896713500RR0001""
	""872590278RR0001""
	""892028242RR0001""
]",108160185RR0001→896568417RR0001→896713500RR0001→872590278RR0001→892028242RR0001→108160185RR0001,6893.00,277148.00,2022,2023,1594,5,86.46,37.97,30.1,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
1899,5,"shape: (5,)
Series: '' [str]
[
	""119031524RR0001""
	""132152893RR0001""
	""862048758RR0001""
	""859411027RR0001""
	""845528827RR0001""
]",119031524RR0001→132152893RR0001→862048758RR0001→859411027RR0001→845528827RR0001→119031524RR0001,5550.00,1034194.00,2021,2022,1899,5,5.33,25.84,30.1,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
2055,5,"shape: (5,)
Series: '' [str]
[
	""119300960RR0001""
	""130650898RR0001""
	""896568417RR0001""
	""892028242RR0001""
	""850309576RR0001""
]",119300960RR0001→130650898RR0001→896568417RR0001→892028242RR0001→850309576RR0001→119300960RR0001,5000.00,287519.00,2020,2021,2055,5,85.67,37.97,30.1,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
2401,6,"shape: (6,)
Series: '' [str]
[
	""106702251RR0001""
	""106741978RR0001""
	""735511925RR0001""
	""809326499RR0001""
	""118974179RR0001""
	""839545803RR0001""
]",106702251RR0001→106741978RR0001→735511925RR0001→809326499RR0001→118974179RR0001→839545803RR0001→106702251RR0001,8000.00,818338.00,2023,2024,2401,6,28.73,25.09,30.1,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
3338,6,"shape: (6,)
Series: '' [str]
[
	""108076480RR0001""
	""896568417RR0001""
	""887483741RR0001""
	""118816644RR0001""
	""119219814RR0001""
	""854809969RR0001""
]",108076480RR0001→896568417RR0001→887483741RR0001→118816644RR0001→119219814RR0001→854809969RR0001→108076480RR0001,5000.00,400241.00,2020,2021,3338,6,69.41,40.8,30.1,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
3345,6,"shape: (6,)
Series: '' [str]
[
	""108092008RR0001""
	""119278216RR0001""
	""108155797RR0002""
	""896568417RR0001""
	""892028242RR0001""
	""136491875RR0001""
]",108092008RR0001→119278216RR0001→108155797RR0002→896568417RR0001→892028242RR0001→136491875RR0001→108092008RR0001,8532.00,188752.00,2020,2021,3345,6,97.52,37.97,30.1,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
4198,6,"shape: (6,)
Series: '' [str]
[
	""118974179RR0001""
	""821625563RR0001""
	""893401364RR0001""
	""868959263RR0001""
	""724266317RR0001""
	""703227322RR0001""
]",118974179RR0001→821625563RR0001→893401364RR0001→868959263RR0001→724266317RR0001→703227322RR0001→118974179RR0001,7050.00,119202.00,2023,2024,4198,6,59.66,104.39,30.1,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5078,6,"shape: (6,)
Series: '' [str]
[
	""129798229RR0001""
	""896568417RR0001""
	""889896924RR0001""
	""833062144RR0001""
	""896713500RR0001""
	""866087034RR0001""
]",129798229RR0001→896568417RR0001→889896924RR0001→833062144RR0001→896713500RR0001→866087034RR0001→129798229RR0001,10000.00,687472.00,2023,2024,5078,6,19.87,58.16,30.1,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5783,6,"shape: (6,)
Series: '' [str]
[
	""804213759RR0001""
	""866087034RR0001""
	""890725542RR0001""
	""845528827RR0001""
	""840593628RR0001""
	""890271448RR0001""
]",804213759RR0001→866087034RR0001→890725542RR0001→845528827RR0001→840593628RR0001→890271448RR0001→804213759RR0001,10000.00,577568.00,2023,2024,5783,6,0.17,80.2,30.1,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5795,6,"shape: (6,)
Series: '' [str]
[
	""833062144RR0001""
	""896713500RR0001""
	""866087034RR0001""
	""889667044RR0001""
	""896568417RR0001""
	""889896924RR0001""
]",833062144RR0001→896713500RR0001→866087034RR0001→889667044RR0001→896568417RR0001→889896924RR0001→833062144RR0001,10000.00,686763.00,2023,2024,5795,6,19.87,58.16,30.1,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
1135,4,"shape: (4,)
Series: '' [str]
[
	""804213759RR0001""
	""889542395RR0001""
	""896713500RR0001""
	""890271448RR0001""
]",804213759RR0001→889542395RR0001→896713500RR0001→890271448RR0001→804213759RR0001,19613.00,1556014.00,2023,2024,1135,4,0.17,7.89,30.0,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
1219,5,"shape: (5,)
Series: '' [str]
[
	""105200471RR0001""
	""896568417RR0001""
	""132527953RR0001""
	""863109021RR0001""
	""136491875RR0001""
]",105200471RR0001→896568417RR0001→132527953RR0001→863109021RR0001→136491875RR0001→105200471RR0001,5000.00,1165238.00,2022,2023,1219,5,4.47,26.94,30.0,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
1478,5,"shape: (5,)
Series: '' [str]
[
	""107951618RR0241""
	""107951618RR0451""
	""107951618RR0517""
	""107951618RR0601""
	""107951618RR0307""
]",107951618RR0241→107951618RR0451→107951618RR0517→107951618RR0601→107951618RR0307→107951618RR0241,6000.00,885949.00,2020,2021,1478,5,24.13,19.47,30.0,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
1654,5,"shape: (5,)
Series: '' [str]
[
	""118832773RR0001""
	""816106173RR0001""
	""859818908RR0001""
	""118974294RR0001""
	""817735541RR0001""
]",118832773RR0001→816106173RR0001→859818908RR0001→118974294RR0001→817735541RR0001→118832773RR0001,6000.00,792290.00,2023,2024,1654,5,41.3,12.32,30.0,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
2356,5,"shape: (5,)
Series: '' [str]
[
	""804213759RR0001""
	""866087034RR0001""
	""889542395RR0001""
	""896713500RR0001""
	""890271448RR0001""
]",804213759RR0001→866087034RR0001→889542395RR0001→896713500RR0001→890271448RR0001→804213759RR0001,19613.00,1479928.00,2023,2024,2356,5,0.17,7.89,30.0,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
3048,6,"shape: (6,)
Series: '' [str]
[
	""107641953RR0001""
	""119219814RR0001""
	""815264890RR0001""
	""119130383RR0001""
	""896568417RR0001""
	""119120897RR0001""
]",107641953RR0001→119219814RR0001→815264890RR0001→119130383RR0001→896568417RR0001→119120897RR0001→107641953RR0001,5510.00,419289.00,2023,2024,3048,6,69.41,37.11,30.0,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5008,6,"shape: (6,)
Series: '' [str]
[
	""119300960RR0001""
	""136491875RR0001""
	""848037248RR0001""
	""896568417RR0001""
	""887483741RR0001""
	""850309576RR0001""
]",119300960RR0001→136491875RR0001→848037248RR0001→896568417RR0001→887483741RR0001→850309576RR0001→119300960RR0001,6015.00,348636.00,2020,2021,5008,6,85.67,26.94,30.0,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5202,6,"shape: (6,)
Series: '' [str]
[
	""132542705RR0001""
	""719676926RR0001""
	""827502741RR0001""
	""747364875RR0001""
	""821896875RR0001""
	""759044738RR0001""
]",132542705RR0001→719676926RR0001→827502741RR0001→747364875RR0001→821896875RR0001→759044738RR0001→132542705RR0001,5500.00,207650.00,2023,2024,5202,6,100.0,31.52,30.0,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5801,6,"shape: (6,)
Series: '' [str]
[
	""846140952RR0001""
	""896568417RR0001""
	""894354398RR0001""
	""872590278RR0001""
	""892028242RR0001""
	""896713500RR0001""
]",846140952RR0001→896568417RR0001→894354398RR0001→872590278RR0001→892028242RR0001→896713500RR0001→846140952RR0001,5000.00,276612.00,2023,2024,5801,6,86.46,37.97,30.0,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
905,4,"shape: (4,)
Series: '' [str]
[
	""107497125RR0001""
	""719676926RR0001""
	""827502741RR0001""
	""119265825RR0001""
]",107497125RR0001→719676926RR0001→827502741RR0001→119265825RR0001→107497125RR0001,5000.00,159885.00,2023,2024,905,4,100.0,38.36,29.9,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
1040,4,"shape: (4,)
Series: '' [str]
[
	""793187881RR0001""
	""840593628RR0001""
	""875106817RR0001""
	""896568417RR0001""
]",793187881RR0001→840593628RR0001→875106817RR0001→896568417RR0001→793187881RR0001,6180.00,572516.00,2022,2023,1040,4,2.38,161.64,29.9,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
1531,5,"shape: (5,)
Series: '' [str]
[
	""108092008RR0001""
	""119278216RR0001""
	""839912599RR0001""
	""827502741RR0001""
	""136491875RR0001""
]",108092008RR0001→119278216RR0001→839912599RR0001→827502741RR0001→136491875RR0001→108092008RR0001,6675.00,220620.00,2020,2021,1531,5,97.52,31.52,29.9,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
2925,6,"shape: (6,)
Series: '' [str]
[
	""107534976RR0001""
	""119276723RR0001""
	""893910380RR0001""
	""118974294RR0001""
	""817735541RR0001""
	""741413892RR0001""
]",107534976RR0001→119276723RR0001→893910380RR0001→118974294RR0001→817735541RR0001→741413892RR0001→107534976RR0001,5100.00,815962.00,2023,2024,2925,6,32.38,19.17,29.9,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
3205,6,"shape: (6,)
Series: '' [str]
[
	""107951618RR0006""
	""107951618RR0255""
	""107951618RR0451""
	""107951618RR0517""
	""107951618RR0601""
	""107951618RR0307""
]",107951618RR0006→107951618RR0255→107951618RR0451→107951618RR0517→107951618RR0601→107951618RR0307→107951618RR0006,5000.00,872123.00,2020,2021,3205,6,24.13,20.87,29.9,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
3812,6,"shape: (6,)
Series: '' [str]
[
	""118874080RR0001""
	""118974294RR0001""
	""119265429RR0001""
	""817735541RR0001""
	""829637305RR0001""
	""748023538RR0001""
]",118874080RR0001→118974294RR0001→119265429RR0001→817735541RR0001→829637305RR0001→748023538RR0001→118874080RR0001,15019.00,789457.00,2023,2024,3812,6,0.4,12.64,29.9,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
4752,6,"shape: (6,)
Series: '' [str]
[
	""119240091RR0001""
	""896568417RR0001""
	""832173900RR0001""
	""833062144RR0001""
	""896713500RR0001""
	""803355692RR0001""
]",119240091RR0001→896568417RR0001→832173900RR0001→833062144RR0001→896713500RR0001→803355692RR0001→119240091RR0001,7400.00,1555887.00,2023,2024,4752,6,3.13,27.65,29.9,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5018,6,"shape: (6,)
Series: '' [str]
[
	""122437072RR0001""
	""801966334RR0001""
	""845528827RR0001""
	""821032687RR0001""
	""132171679RR0001""
	""136491875RR0001""
]",122437072RR0001→801966334RR0001→845528827RR0001→821032687RR0001→132171679RR0001→136491875RR0001→122437072RR0001,5365.00,574375.00,2023,2024,5018,6,42.44,46.54,29.9,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5049,6,"shape: (6,)
Series: '' [str]
[
	""129253308RR0001""
	""833062144RR0001""
	""865580146RR0001""
	""896568417RR0001""
	""793187881RR0001""
	""888047826RR0001""
]",129253308RR0001→833062144RR0001→865580146RR0001→896568417RR0001→793187881RR0001→888047826RR0001→129253308RR0001,5000.00,573089.00,2022,2023,5049,6,2.38,161.64,29.9,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5063,6,"shape: (6,)
Series: '' [str]
[
	""129470621RR0001""
	""888702669RR0001""
	""896713500RR0001""
	""812566370RR0001""
	""804213759RR0001""
	""863736310RR0001""
]",129470621RR0001→888702669RR0001→896713500RR0001→812566370RR0001→804213759RR0001→863736310RR0001→129470621RR0001,6394.00,862150.00,2023,2024,5063,6,3.35,50.03,29.9,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5119,6,"shape: (6,)
Series: '' [str]
[
	""130532443RR0001""
	""896568417RR0001""
	""889896924RR0001""
	""833062144RR0001""
	""896713500RR0001""
	""866087034RR0001""
]",130532443RR0001→896568417RR0001→889896924RR0001→833062144RR0001→896713500RR0001→866087034RR0001→130532443RR0001,5000.00,682264.00,2023,2024,5119,6,19.87,58.16,29.9,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5131,6,"shape: (6,)
Series: '' [str]
[
	""130560188RR0001""
	""768362147RR0001""
	""896568417RR0001""
	""889896924RR0001""
	""833062144RR0001""
	""896713500RR0001""
]",130560188RR0001→768362147RR0001→896568417RR0001→889896924RR0001→833062144RR0001→896713500RR0001→130560188RR0001,10000.00,654108.00,2023,2024,5131,6,23.25,58.16,29.9,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5368,6,"shape: (6,)
Series: '' [str]
[
	""703227322RR0001""
	""735511925RR0001""
	""821625563RR0001""
	""893401364RR0001""
	""868959263RR0001""
	""724266317RR0001""
]",703227322RR0001→735511925RR0001→821625563RR0001→893401364RR0001→868959263RR0001→724266317RR0001→703227322RR0001,7050.00,112759.00,2023,2024,5368,6,59.66,104.39,29.9,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
1406,5,"shape: (5,)
Series: '' [str]
[
	""107641953RR0001""
	""894354398RR0001""
	""872590278RR0001""
	""892028242RR0001""
	""896713500RR0001""
]",107641953RR0001→894354398RR0001→872590278RR0001→892028242RR0001→896713500RR0001→107641953RR0001,6908.00,268163.00,2023,2024,1406,5,86.46,37.97,29.8,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
1552,5,"shape: (5,)
Series: '' [str]
[
	""108155797RR0002""
	""833062144RR0001""
	""757680673RR0001""
	""129879102RR0001""
	""134593391RR0001""
]",108155797RR0002→833062144RR0001→757680673RR0001→129879102RR0001→134593391RR0001→108155797RR0002,15540.00,1792798.00,2023,2024,1552,5,1.44,28.29,29.8,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
2645,6,"shape: (6,)
Series: '' [str]
[
	""107448219RR0001""
	""898992151RR0001""
	""890731243RR0001""
	""896568417RR0001""
	""108074436RR0001""
	""896544343RR0001""
]",107448219RR0001→898992151RR0001→890731243RR0001→896568417RR0001→108074436RR0001→896544343RR0001→107448219RR0001,5825.00,173452.00,2023,2024,2645,6,51.6,104.04,29.8,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
2877,6,"shape: (6,)
Series: '' [str]
[
	""107497125RR0001""
	""897331732RR0001""
	""781903141RR0001""
	""719676926RR0001""
	""827502741RR0001""
	""119265825RR0001""
]",107497125RR0001→897331732RR0001→781903141RR0001→719676926RR0001→827502741RR0001→119265825RR0001→107497125RR0001,5000.00,158533.00,2023,2024,2877,6,100.0,38.36,29.8,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
2897,6,"shape: (6,)
Series: '' [str]
[
	""107516171RR0001""
	""136491875RR0001""
	""118937010RR0001""
	""892425166RR0001""
	""108155797RR0002""
	""896568417RR0001""
]",107516171RR0001→136491875RR0001→118937010RR0001→892425166RR0001→108155797RR0002→896568417RR0001→107516171RR0001,5000.00,2114112.00,2020,2020,2897,6,3.22,26.94,29.8,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
3391,6,"shape: (6,)
Series: '' [str]
[
	""108155797RR0002""
	""118974179RR0001""
	""839545803RR0001""
	""129253308RR0001""
	""136491875RR0001""
	""722219086RR0001""
]",108155797RR0002→118974179RR0001→839545803RR0001→129253308RR0001→136491875RR0001→722219086RR0001→108155797RR0002,30000.00,1623491.00,2024,2024,3391,6,1.01,26.94,29.8,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
4003,6,"shape: (6,)
Series: '' [str]
[
	""118874080RR0001""
	""895970374RR0001""
	""703227322RR0001""
	""118974179RR0001""
	""748023538RR0001""
	""801960303RR0001""
]",118874080RR0001→895970374RR0001→703227322RR0001→118974179RR0001→748023538RR0001→801960303RR0001→118874080RR0001,10920.00,892458.00,2023,2024,4003,6,8.63,36.69,29.8,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
4060,6,"shape: (6,)
Series: '' [str]
[
	""118969344RR0001""
	""806176319RR0001""
	""817735541RR0001""
	""724266317RR0001""
	""820541555RR0001""
	""714945482RR0001""
]",118969344RR0001→806176319RR0001→817735541RR0001→724266317RR0001→820541555RR0001→714945482RR0001→118969344RR0001,20000.00,702187.00,2022,2023,4060,6,7.41,69.08,29.8,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
4384,6,"shape: (6,)
Series: '' [str]
[
	""118974278RR0001""
	""119219814RR0001""
	""846863082RR0001""
	""119278216RR0001""
	""846449437RR0001""
	""896568417RR0001""
]",118974278RR0001→119219814RR0001→846863082RR0001→119278216RR0001→846449437RR0001→896568417RR0001→118974278RR0001,5000.00,369611.00,2023,2024,4384,6,69.41,43.68,29.8,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
4745,6,"shape: (6,)
Series: '' [str]
[
	""119240091RR0001""
	""890896046RR0001""
	""130527427RR0001""
	""136491875RR0001""
	""137757589RR0001""
	""896568417RR0001""
]",119240091RR0001→890896046RR0001→130527427RR0001→136491875RR0001→137757589RR0001→896568417RR0001→119240091RR0001,6242.00,284264.00,2020,2021,4745,6,84.97,37.11,29.8,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5544,6,"shape: (6,)
Series: '' [str]
[
	""724266317RR0001""
	""890299571RR0001""
	""821625563RR0001""
	""893401364RR0001""
	""868959263RR0001""
	""806176319RR0001""
]",724266317RR0001→890299571RR0001→821625563RR0001→893401364RR0001→868959263RR0001→806176319RR0001→724266317RR0001,5000.00,110749.00,2023,2024,5544,6,59.66,104.39,29.8,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5668,6,"shape: (6,)
Series: '' [str]
[
	""748023538RR0001""
	""757628003RR0001""
	""890241375RR0001""
	""885159574RR0001""
	""887644664RR0001""
	""835323528RR0001""
]",748023538RR0001→757628003RR0001→890241375RR0001→885159574RR0001→887644664RR0001→835323528RR0001→748023538RR0001,10000.00,1026610.00,2023,2024,5668,6,0.07,21.09,29.8,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5699,6,"shape: (6,)
Series: '' [str]
[
	""748023538RR0001""
	""890241375RR0001""
	""849969811RR0001""
	""816106173RR0001""
	""859818908RR0001""
	""801960303RR0001""
]",748023538RR0001→890241375RR0001→849969811RR0001→816106173RR0001→859818908RR0001→801960303RR0001→748023538RR0001,8300.00,658508.00,2023,2024,5699,6,41.3,32.49,29.8,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
2103,5,"shape: (5,)
Series: '' [str]
[
	""132171679RR0001""
	""896568417RR0001""
	""896713500RR0001""
	""872590278RR0001""
	""892028242RR0001""
]",132171679RR0001→896568417RR0001→896713500RR0001→872590278RR0001→892028242RR0001→132171679RR0001,6893.00,264369.00,2022,2023,2103,5,86.46,37.97,29.7,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
3180,6,"shape: (6,)
Series: '' [str]
[
	""107877375RR0001""
	""845528827RR0001""
	""129253308RR0001""
	""136491875RR0001""
	""788540110RR0001""
	""896568417RR0001""
]",107877375RR0001→845528827RR0001→129253308RR0001→136491875RR0001→788540110RR0001→896568417RR0001→107877375RR0001,5000.00,565421.00,2023,2024,3180,6,56.97,26.94,29.7,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
3292,6,"shape: (6,)
Series: '' [str]
[
	""108074436RR0001""
	""814646493RR0001""
	""803355692RR0001""
	""119240091RR0001""
	""896568417RR0001""
	""124355363RR0001""
]",108074436RR0001→814646493RR0001→803355692RR0001→119240091RR0001→896568417RR0001→124355363RR0001→108074436RR0001,7948.00,298990.00,2023,2024,3292,6,35.35,208.97,29.7,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
3343,6,"shape: (6,)
Series: '' [str]
[
	""108092008RR0001""
	""119278216RR0001""
	""892395112RR0001""
	""839912599RR0001""
	""827502741RR0001""
	""136491875RR0001""
]",108092008RR0001→119278216RR0001→892395112RR0001→839912599RR0001→827502741RR0001→136491875RR0001→108092008RR0001,6675.00,215261.00,2020,2021,3343,6,97.52,31.52,29.7,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
3363,6,"shape: (6,)
Series: '' [str]
[
	""108155797RR0002""
	""118974179RR0001""
	""833062144RR0001""
	""757680673RR0001""
	""129879102RR0001""
	""134593391RR0001""
]",108155797RR0002→118974179RR0001→833062144RR0001→757680673RR0001→129879102RR0001→134593391RR0001→108155797RR0002,10000.00,1832802.00,2023,2024,3363,6,1.44,28.29,29.7,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
4441,6,"shape: (6,)
Series: '' [str]
[
	""118974294RR0001""
	""711478339RR0001""
	""896069689RR0001""
	""812391845RR0001""
	""794482893RR0001""
	""131738692RR0001""
]",118974294RR0001→711478339RR0001→896069689RR0001→812391845RR0001→794482893RR0001→131738692RR0001→118974294RR0001,10000.00,1083970.00,2023,2024,4441,6,8.42,18.72,29.7,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
4442,6,"shape: (6,)
Series: '' [str]
[
	""118974294RR0001""
	""711478339RR0001""
	""896069689RR0001""
	""820550580RR0001""
	""794482893RR0001""
	""131738692RR0001""
]",118974294RR0001→711478339RR0001→896069689RR0001→820550580RR0001→794482893RR0001→131738692RR0001→118974294RR0001,8500.00,1182039.00,2023,2024,4442,6,8.42,18.72,29.7,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
5099,6,"shape: (6,)
Series: '' [str]
[
	""130162654RR0001""
	""896568417RR0001""
	""889896924RR0001""
	""833062144RR0001""
	""896713500RR0001""
	""866087034RR0001""
]",130162654RR0001→896568417RR0001→889896924RR0001→833062144RR0001→896713500RR0001→866087034RR0001→130162654RR0001,5000.00,675004.00,2023,2024,5099,6,19.87,58.16,29.7,Low,"Review-priority signal based on circular flow amount, bottleneck amount, government funding exposure, overhead context"
